"Latitude (decimal degrees):	51.790",,,,,Effiency,0.18,,,Date,EPV (kW),G_i (kW/m)
20080527:1156,103.38,367.72,59.48,15.86,2.81,0,,,,,
20080527:1256,99.2,355.79,57.79,17.36,2.83,0,,,,,
20080527:1356,79.55,288.42,52.43,17.33,2.62,0,,,,,
20080527:1456,52.35,196.03,44.79,17.29,2.4,0,,,,,
20080527:1556,44.57,169.72,36.01,17.25,2.19,0,,,,,
20080527:1656,55.66,207.94,26.78,16.96,2.23,0,,,,,
20080527:1756,14.18,64.78,17.58,16.67,2.26,0,,,,,
20080527:1856,8.15,42.5,8.77,16.39,2.29,0,,,,,
20080527:1956,0,0,0,15.56,2.79,0,,,,,
20080527:2056,0,0,0,14.73,3.29,0,,,,,
20080527:2156,0,0,0,13.91,3.79,0,,,,,
20080527:2256,0,0,0,13.46,4.36,0,,,,,
20080527:2356,0,0,0,13.01,4.93,0,,,,,
20080528:0056,0,0,0,12.56,5.5,0,,,,,
20080528:0156,0,0,0,12.69,5.26,0,,,,,
20080528:0256,0,0,0,12.82,5.03,0,,,,,
20080528:0356,0,0,0,12.94,4.79,0,,,,,
20080528:0456,1.76,15.73,7.02,13.01,4.62,0,,,,,
20080528:0556,0.4,8.5,15.69,13.07,4.46,0,,,,,
20080528:0656,12.5,57.83,24.83,13.13,4.29,0,,,,,
20080528:0756,22.76,93.57,34.09,13.68,4.8,0,,,,,
20080528:0856,7.65,40.21,43.03,14.23,5.3,0,,,,,
20080528:0956,45.19,169.03,51.01,14.78,5.81,0,,,,,
20080528:1056,82.83,293.98,57.02,15.37,6.62,0,,,,,
20080528:1156,50.96,188.74,59.64,15.97,7.43,0,,,,,
20080528:1256,27.88,111.97,57.96,16.56,8.25,0,,,,,
20080528:1356,54.46,200.2,52.59,15.93,7.98,0,,,,,
20080528:1456,16.81,73.52,44.94,15.29,7.71,0,,,,,
20080528:1556,39.56,150.04,36.15,14.65,7.43,0,,,,,
20080528:1656,5.86,33.26,26.92,14.16,7.32,0,,,,,
20080528:1756,0.67,10.1,17.72,13.67,7.2,0,,,,,
20080528:1856,3.33,22.84,8.91,13.19,7.09,0,,,,,
20080528:1956,0,0,0,12.64,6.48,0,,,,,
20080528:2056,0,0,0,12.09,5.88,0,,,,,
20080528:2156,0,0,0,11.55,5.27,0,,,,,
20080528:2256,0,0,0,11.19,4.69,0,,,,,
20080528:2356,0,0,0,10.84,4.12,0,,,,,
20080529:0056,0,0,0,10.48,3.54,0,,,,,
20080529:0156,0,0,0,9.86,2.96,0,,,,,
20080529:0256,0,0,0,9.24,2.38,0,,,,,
20080529:0356,0,0,0,8.62,1.79,0,,,,,
20080529:0456,4.95,29.14,7.12,9.18,1.58,0,,,,,
20080529:0556,24.68,99.88,15.8,9.74,1.36,0,,,,,
20080529:0656,63.07,227.82,24.93,10.3,1.14,0,,,,,
20080529:0756,77.08,274.34,34.19,11.98,1.31,0,,,,,
20080529:0856,174.67,615.23,43.13,13.66,1.48,0,,,,,
20080529:0956,234.09,845.56,51.13,15.35,1.64,0,,,,,
20080529:1056,267.14,981.86,57.16,16.57,1.91,0,,,,,
20080529:1156,251.14,920.85,59.8,17.79,2.18,0,,,,,
20080529:1256,174.8,629.63,58.12,19.01,2.46,0,,,,,
20080529:1356,90.01,325.97,52.74,18.81,2.93,0,,,,,
20080529:1456,35.82,140.52,45.08,18.6,3.41,0,,,,,
20080529:1556,12.6,59.43,36.29,18.39,3.89,0,,,,,
20080529:1656,17.93,78.18,27.06,17.13,3.59,0,,,,,
20080529:1756,35.26,142.33,17.86,15.87,3.29,0,,,,,
20080529:1856,7.86,41.08,9.06,14.61,2.99,0,,,,,
20080529:1956,0,0,0,13.97,2.88,0,,,,,
20080529:2056,0,0,0,13.33,2.76,0,,,,,
20080529:2156,0,0,0,12.69,2.65,0,,,,,
20080529:2256,0,0,0,12.48,2.57,0,,,,,
20080529:2356,0,0,0,12.28,2.49,0,,,,,
20080530:0056,0,0,0,12.07,2.41,0,,,,,
20080530:0156,0,0,0,12.09,2.51,0,,,,,
20080530:0256,0,0,0,12.1,2.62,0,,,,,
20080530:0356,0,0,0,12.11,2.72,0,,,,,
20080530:0456,5.78,32.74,7.23,12.29,2.9,0,,,,,
20080530:0556,12.66,58.27,15.89,12.47,3.08,0,,,,,
20080530:0656,23.55,96,25.03,12.65,3.26,0,,,,,
20080530:0756,28.76,113.92,34.28,13.52,3.49,0,,,,,
20080530:0856,47.82,177.96,43.23,14.39,3.71,0,,,,,
20080530:0956,60.03,219.28,51.25,15.26,3.94,0,,,,,
20080530:1056,87.48,312.38,57.29,16.01,3.88,0,,,,,
20080530:1156,104.99,373.2,59.95,16.76,3.81,0,,,,,
20080530:1256,135.71,480.7,58.27,17.51,3.74,0,,,,,
20080530:1356,105.05,374.48,52.89,17.41,3.59,0,,,,,
20080530:1456,95.97,343.06,45.22,17.31,3.44,0,,,,,
20080530:1556,19.23,82.79,36.42,17.21,3.3,0,,,,,
20080530:1656,23.08,96.19,27.19,17.1,2.81,0,,,,,
20080530:1756,23.08,96.19,18,16.99,2.33,0,,,,,
20080530:1856,8.77,44.96,9.19,16.89,1.85,0,,,,,
20080530:1956,0,0,0,15.7,1.95,0,,,,,
20080530:2056,0,0,0,14.51,2.05,0,,,,,
20080530:2156,0,0,0,13.33,2.15,0,,,,,
20080530:2256,0,0,0,12.81,2.15,0,,,,,
20080530:2356,0,0,0,12.3,2.15,0,,,,,
20080531:0056,0,0,0,11.78,2.15,0,,,,,
20080531:0156,0,0,0,11.19,2.09,0,,,,,
20080531:0256,0,0,0,10.6,2.02,0,,,,,
20080531:0356,0,0,0,10.01,1.96,0,,,,,
20080531:0456,7.99,40.98,7.33,10.76,2.1,0,,,,,
20080531:0556,38.24,166.07,15.98,11.52,2.23,0,,,,,
20080531:0656,63.8,231.32,25.11,12.28,2.37,0,,,,,
20080531:0756,139.82,487.56,34.37,13.75,2.46,0,,,,,
20080531:0856,191.71,673.84,43.33,15.21,2.56,0,,,,,
20080531:0956,135.43,479.86,51.35,16.68,2.65,0,,,,,
20080531:1056,142.62,507.65,57.42,17.25,2.57,0,,,,,
20080531:1156,112.62,403.79,60.09,17.81,2.5,0,,,,,
20080531:1256,88.21,320,58.42,18.38,2.43,0,,,,,
20080531:1356,80.62,294.13,53.03,18.55,2.25,0,,,,,
20080531:1456,90.25,327.56,45.36,18.71,2.07,0,,,,,
20080531:1556,50.58,191.61,36.55,18.87,1.89,0,,,,,
20080531:1656,37.09,145.38,27.32,18.61,1.68,0,,,,,
20080531:1756,23.45,98.46,18.13,18.34,1.48,0,,,,,
20080531:1856,11.38,54.96,9.33,18.08,1.27,0,,,,,
20080531:1956,0,0,0,17.14,1.58,0,,,,,
20080531:2056,0,0,0,16.2,1.89,0,,,,,
20080531:2156,0,0,0,15.26,2.21,0,,,,,
20080531:2256,0,0,0,14.7,2.09,0,,,,,
20080531:2356,0,0,0,14.15,1.97,0,,,,,
20080601:0056,0,0,0,13.59,1.85,0,,,,,
20080601:0156,0,0,0,12.99,1.72,0,,,,,
20080601:0256,0,0,0,12.38,1.6,0,,,,,
20080601:0356,0,0,0,11.78,1.48,0,,,,,
20080601:0456,7.36,38.81,7.42,11.93,1.79,0,,,,,
20080601:0556,17.79,76.31,16.07,12.09,2.1,0,,,,,
20080601:0656,82.56,296.73,25.19,12.24,2.41,0,,,,,
20080601:0756,26.25,105.27,34.45,12.78,2.35,0,,,,,
20080601:0856,57.15,208.7,43.42,13.33,2.29,0,,,,,
20080601:0956,103.21,364.33,51.46,13.87,2.22,0,,,,,
20080601:1056,63.63,231.72,57.54,14.54,2.12,0,,,,,
20080601:1156,66.02,240.55,60.23,15.2,2.03,0,,,,,
20080601:1256,112.27,400.19,58.56,15.87,1.93,0,,,,,
20080601:1356,131.82,469.8,53.17,16.26,1.69,0,,,,,
20080601:1456,56.61,210.53,45.49,16.65,1.44,0,,,,,
20080601:1556,65.26,240.53,36.68,17.04,1.2,0,,,,,
20080601:1656,60.18,224.3,27.45,16.93,1.19,0,,,,,
20080601:1756,33.16,133.91,18.26,16.83,1.18,0,,,,,
20080601:1856,10.37,50.93,9.46,16.72,1.17,0,,,,,
20080601:1956,0,0,0,15.67,1.42,0,,,,,
20080601:2056,0,0,0,14.61,1.67,0,,,,,
20080601:2156,0,0,0,13.55,1.92,0,,,,,
20080601:2256,0,0,0,12.89,2.07,0,,,,,
20080601:2356,0,0,0,12.22,2.22,0,,,,,
20080602:0056,0,0,0,11.55,2.37,0,,,,,
20080602:0156,0,0,0,11.67,2.05,0,,,,,
20080602:0256,0,0,0,11.78,1.73,0,,,,,
20080602:0356,0,0,0,11.9,1.41,0,,,,,
20080602:0456,6.38,35.11,7.5,12.21,1.61,0,,,,,
20080602:0556,0.47,8.89,16.15,12.53,1.82,0,,,,,
20080602:0656,50.67,187.4,25.27,12.84,2.03,0,,,,,
20080602:0756,66.41,240.04,34.53,13.96,2.24,0,,,,,
20080602:0856,80.39,288.2,43.5,15.08,2.45,0,,,,,
20080602:0956,68.56,249.66,51.55,16.2,2.66,0,,,,,
20080602:1056,55.17,205.01,57.65,16.86,2.77,0,,,,,
20080602:1156,108.99,389.82,60.36,17.53,2.87,0,,,,,
20080602:1256,108.93,390.54,58.7,18.19,2.98,0,,,,,
20080602:1356,32.16,127.71,53.3,17.88,2.91,0,,,,,
20080602:1456,76.64,278.41,45.61,17.58,2.84,0,,,,,
20080602:1556,60.98,224.93,36.8,17.27,2.77,0,,,,,
20080602:1656,2.3,18.55,27.57,16.99,2.6,0,,,,,
20080602:1756,0.73,10.59,18.38,16.71,2.42,0,,,,,
20080602:1856,8.89,45.3,9.59,16.43,2.25,0,,,,,
20080602:1956,0,0,0,15.81,2.29,0,,,,,
20080602:2056,0,0,0,15.18,2.32,0,,,,,
20080602:2156,0,0,0,14.55,2.36,0,,,,,
20080602:2256,0,0,0,14.45,2.57,0,,,,,
20080602:2356,0,0,0,14.35,2.79,0,,,,,
20080603:0056,0,0,0,14.25,3.01,0,,,,,
20080603:0156,0,0,0,14,2.47,0,,,,,
20080603:0256,0,0,0,13.76,1.94,0,,,,,
20080603:0356,0,0,0,13.51,1.41,0,,,,,
20080603:0456,1.3,13.5,7.58,13.48,1.71,0,,,,,
20080603:0556,24.02,98.92,16.22,13.44,2.02,0,,,,,
20080603:0656,1.92,16.56,25.34,13.41,2.33,0,,,,,
20080603:0756,5.41,31.47,34.6,13.68,3.26,0,,,,,
20080603:0856,18.43,78.86,43.57,13.96,4.2,0,,,,,
20080603:0956,7.97,41.42,51.64,14.23,5.13,0,,,,,
20080603:1056,9.41,46.91,57.76,14.8,5.63,0,,,,,
20080603:1156,23.85,97.89,60.48,15.37,6.13,0,,,,,
20080603:1256,27.9,111.83,58.83,15.94,6.63,0,,,,,
20080603:1356,38.95,148.78,53.43,15.61,6.29,0,,,,,
20080603:1456,19.34,82.35,45.74,15.28,5.94,0,,,,,
20080603:1556,13.19,60.7,36.92,14.95,5.59,0,,,,,
20080603:1656,26.56,106.97,27.69,14.99,5.41,0,,,,,
20080603:1756,0.78,10.78,18.5,15.03,5.23,0,,,,,
20080603:1856,2.04,17.2,9.71,15.07,5.05,0,,,,,
20080603:1956,0,0,0,14.32,4.49,0,,,,,
20080603:2056,0,0,0,13.56,3.93,0,,,,,
20080603:2156,0,0,0,12.8,3.37,0,,,,,
20080603:2256,0,0,0,12.33,3.26,0,,,,,
20080603:2356,0,0,0,11.85,3.16,0,,,,,
20080604:0056,0,0,0,11.38,3.06,0,,,,,
20080604:0156,0,0,0,10.77,2.99,0,,,,,
20080604:0256,0,0,0,10.17,2.92,0,,,,,
20080604:0356,0,0,0,9.56,2.86,0,,,,,
20080604:0456,7.47,38.9,7.66,9.9,3.05,0,,,,,
20080604:0556,40.54,174.16,16.29,10.24,3.24,0,,,,,
20080604:0656,106.02,377.06,25.4,10.58,3.43,0,,,,,
20080604:0756,170.5,586.64,34.66,12,3.21,0,,,,,
20080604:0856,221.55,772.73,43.64,13.41,2.98,0,,,,,
20080604:0956,217.8,770.5,51.72,14.83,2.76,0,,,,,
20080604:1056,279.06,1009.29,57.86,15.59,2.9,0,,,,,
20080604:1156,286.33,1041.76,60.6,16.35,3.03,0,,,,,
20080604:1256,196.76,700.45,58.96,17.11,3.17,0,,,,,
20080604:1356,206.43,733.75,53.55,17.14,3.22,0,,,,,
20080604:1456,173.86,613.45,45.85,17.17,3.27,0,,,,,
20080604:1556,120.59,427.19,37.04,17.2,3.32,0,,,,,
20080604:1656,85.52,311.91,27.8,16.68,3.19,0,,,,,
20080604:1756,39.93,183.23,18.61,16.17,3.06,0,,,,,
20080604:1856,9.83,48.66,9.82,15.65,2.92,0,,,,,
20080604:1956,0,0,0,14.76,2.74,0,,,,,
20080604:2056,0,0,0,13.87,2.57,0,,,,,
20080604:2156,0,0,0,12.97,2.39,0,,,,,
20080604:2256,0,0,0,12.31,2.19,0,,,,,
20080604:2356,0,0,0,11.64,1.99,0,,,,,
20080605:0056,0,0,0,10.97,1.79,0,,,,,
20080605:0156,0,0,0,10.18,1.82,0,,,,,
20080605:0256,0,0,0,9.38,1.85,0,,,,,
20080605:0356,0,0,0,8.59,1.88,0,,,,,
20080605:0456,11.04,51.83,7.72,9.19,1.75,0,,,,,
20080605:0556,40.28,178.54,16.35,9.78,1.62,0,,,,,
20080605:0656,85.21,304.3,25.46,10.38,1.49,0,,,,,
20080605:0756,149.19,517.97,34.72,11.6,1.76,0,,,,,
20080605:0856,183.96,642.54,43.71,12.82,2.02,0,,,,,
20080605:0956,210.41,743.8,51.8,14.04,2.29,0,,,,,
20080605:1056,134.77,474.02,57.95,14.57,2.56,0,,,,,
20080605:1156,173.93,612.99,60.71,15.09,2.83,0,,,,,
20080605:1256,83.56,299.4,59.08,15.62,3.1,0,,,,,
20080605:1356,131.59,463.56,53.67,15.93,3.25,0,,,,,
20080605:1456,183.69,644.53,45.97,16.23,3.39,0,,,,,
20080605:1556,67.24,244.81,37.15,16.54,3.53,0,,,,,
20080605:1656,63.92,234.56,27.91,16.16,3.47,0,,,,,
20080605:1756,42.04,174,18.72,15.79,3.4,0,,,,,
20080605:1856,13.99,63.73,9.94,15.41,3.34,0,,,,,
20080605:1956,0,0,0,14.28,2.85,0,,,,,
20080605:2056,0,0,0,13.15,2.35,0,,,,,
20080605:2156,0,0,0,12.02,1.86,0,,,,,
20080605:2256,0,0,0,11.4,1.85,0,,,,,
20080605:2356,0,0,0,10.77,1.84,0,,,,,
20080606:0056,0,0,0,10.14,1.83,0,,,,,
20080606:0156,0,0,0,9.72,2.11,0,,,,,
20080606:0256,0,0,0,9.29,2.38,0,,,,,
20080606:0356,0,0,0,8.87,2.65,0,,,,,
20080606:0456,11.95,55.06,7.78,9.26,3.1,0,,,,,
20080606:0556,40.61,179.06,16.4,9.65,3.56,0,,,,,
20080606:0656,48.59,177.4,25.51,10.04,4.01,0,,,,,
20080606:0756,79.49,279.03,34.77,11.46,4.04,0,,,,,
20080606:0856,136.22,469.42,43.77,12.89,4.06,0,,,,,
20080606:0956,189.96,659.54,51.86,14.31,4.08,0,,,,,
20080606:1056,231.92,814.68,58.04,14.9,4.05,0,,,,,
20080606:1156,167.97,588.04,60.82,15.49,4.01,0,,,,,
20080606:1256,214.12,754.96,59.19,16.08,3.97,0,,,,,
20080606:1356,205.16,721.78,53.78,16.21,3.84,0,,,,,
20080606:1456,196.1,687.49,46.08,16.35,3.71,0,,,,,
20080606:1556,106.31,376.51,37.25,16.48,3.57,0,,,,,
20080606:1656,71.92,262.11,28.02,16.09,3.55,0,,,,,
20080606:1756,37.26,147.39,18.83,15.71,3.53,0,,,,,
20080606:1856,4.86,29.42,10.05,15.32,3.5,0,,,,,
20080606:1956,0,0,0,14.42,3.44,0,,,,,
20080606:2056,0,0,0,13.52,3.38,0,,,,,
20080606:2156,0,0,0,12.61,3.32,0,,,,,
20080606:2256,0,0,0,12.14,3.56,0,,,,,
20080606:2356,0,0,0,11.67,3.8,0,,,,,
20080607:0056,0,0,0,11.2,4.04,0,,,,,
20080607:0156,0,0,0,10.65,3.87,0,,,,,
20080607:0256,0,0,0,10.09,3.7,0,,,,,
20080607:0356,0,0,0,9.54,3.53,0,,,,,
20080607:0456,9.54,46.53,7.84,9.82,3.87,0,,,,,
20080607:0556,40.62,179.25,16.45,10.1,4.2,0,,,,,
20080607:0656,106.34,376.26,25.56,10.38,4.54,0,,,,,
20080607:0756,169.97,578.18,34.82,11.65,4.74,0,,,,,
20080607:0856,222.73,761.83,43.82,12.92,4.95,0,,,,,
20080607:0956,261.35,907.18,51.93,14.19,5.16,0,,,,,
20080607:1056,194.6,676.18,58.12,14.94,4.93,0,,,,,
20080607:1156,199,695.91,60.92,15.7,4.7,0,,,,,
20080607:1256,204.47,718.77,59.3,16.45,4.47,0,,,,,
20080607:1356,204.06,717.09,53.89,16.58,4.01,0,,,,,
20080607:1456,198.58,698.31,46.18,16.7,3.56,0,,,,,
20080607:1556,117.14,415,37.35,16.83,3.1,0,,,,,
20080607:1656,77.29,281.83,28.12,16.49,3.21,0,,,,,
20080607:1756,40.51,184.29,18.93,16.15,3.32,0,,,,,
20080607:1856,10.54,51.31,10.15,15.81,3.43,0,,,,,
20080607:1956,0,0,0,15.03,3.35,0,,,,,
20080607:2056,0,0,0,14.25,3.27,0,,,,,
20080607:2156,0,0,0,13.47,3.19,0,,,,,
20080607:2256,0,0,0,13.06,3.28,0,,,,,
20080607:2356,0,0,0,12.64,3.38,0,,,,,
20080608:0056,0,0,0,12.23,3.48,0,,,,,
20080608:0156,0,0,0,12.02,3.53,0,,,,,
20080608:0256,0,0,0,11.82,3.59,0,,,,,
20080608:0356,0,0,0,11.61,3.64,0,,,,,
20080608:0456,5.73,32.5,7.89,12.05,4.02,0,,,,,
20080608:0556,38.87,173.73,16.5,12.49,4.4,0,,,,,
20080608:0656,87.59,312.98,25.6,12.93,4.79,0,,,,,
20080608:0756,163.76,564.69,34.86,14.48,4.61,0,,,,,
20080608:0856,214.09,744.81,43.86,16.02,4.44,0,,,,,
20080608:0956,250.21,887.62,51.98,17.57,4.26,0,,,,,
20080608:1056,274.66,989.75,58.19,18.93,4.4,0,,,,,
20080608:1156,281.23,1022.41,61.01,20.3,4.54,0,,,,,
20080608:1256,265.08,964.38,59.4,21.66,4.68,0,,,,,
20080608:1356,247.21,895.34,53.99,22.02,4.46,0,,,,,
20080608:1456,204.33,734.57,46.28,22.38,4.25,0,,,,,
20080608:1556,120.65,436.99,37.45,22.74,4.04,0,,,,,
20080608:1656,90.44,338.61,28.22,22.37,3.66,0,,,,,
20080608:1756,37.4,153.06,19.03,22,3.28,0,,,,,
20080608:1856,13.02,61.78,10.25,21.62,2.9,0,,,,,
20080608:1956,0,0,0,19.98,2.69,0,,,,,
20080608:2056,0,0,0,18.34,2.48,0,,,,,
20080608:2156,0,0,0,16.69,2.28,0,,,,,
20080608:2256,0,0,0,15.76,2.19,0,,,,,
20080608:2356,0,0,0,14.82,2.11,0,,,,,
20080609:0056,0,0,0,13.89,2.03,0,,,,,
20080609:0156,0,0,0,13.38,1.96,0,,,,,
20080609:0256,0,0,0,12.87,1.89,0,,,,,
20080609:0356,0,0,0,12.36,1.82,0,,,,,
20080609:0456,6.08,34.02,7.93,12.87,2.24,0,,,,,
20080609:0556,38.92,165.9,16.54,13.38,2.66,0,,,,,
20080609:0656,93.78,338.63,25.64,13.89,3.08,0,,,,,
20080609:0756,152.97,536.78,34.9,15.75,2.82,0,,,,,
20080609:0856,181.03,643.12,43.9,17.62,2.57,0,,,,,
20080609:0956,215.14,781.87,52.03,19.48,2.32,0,,,,,
20080609:1056,256.73,954.48,58.26,20.42,2.24,0,,,,,
20080609:1156,269.85,1016.42,61.09,21.37,2.16,0,,,,,
20080609:1256,254.07,956.22,59.49,22.31,2.08,0,,,,,
20080609:1356,236.41,883.23,54.08,22.75,2.04,0,,,,,
20080609:1456,204.9,756.75,46.38,23.2,2,0,,,,,
20080609:1556,157.24,578.05,37.55,23.64,1.96,0,,,,,
20080609:1656,99.54,379.6,28.31,23.38,1.79,0,,,,,
20080609:1756,40.31,185.16,19.13,23.12,1.62,0,,,,,
20080609:1856,10.3,51.93,10.35,22.85,1.45,0,,,,,
20080609:1956,0,0,0,21.03,1.8,0,,,,,
20080609:2056,0,0,0,19.2,2.15,0,,,,,
20080609:2156,0,0,0,17.37,2.5,0,,,,,
20080609:2256,0,0,0,16.75,2.45,0,,,,,
20080609:2356,0,0,0,16.12,2.4,0,,,,,
20080610:0056,0,0,0,15.5,2.36,0,,,,,
20080610:0156,0,0,0,15,2.48,0,,,,,
20080610:0256,0,0,0,14.51,2.6,0,,,,,
20080610:0356,0,0,0,14.01,2.72,0,,,,,
20080610:0456,6.59,36.2,7.97,14.49,3.3,0,,,,,
20080610:0556,38.61,174.74,16.57,14.98,3.89,0,,,,,
20080610:0656,21.19,88.91,25.67,15.46,4.47,0,,,,,
20080610:0756,110.3,387.79,34.93,16.17,4.41,0,,,,,
20080610:0856,97.97,347.87,43.94,16.89,4.36,0,,,,,
20080610:0956,177.45,624.42,52.08,17.6,4.3,0,,,,,
20080610:1056,275.68,991.13,58.32,18.13,4.26,0,,,,,
20080610:1156,282.96,1024.19,61.17,18.67,4.21,0,,,,,
20080610:1256,274.8,994.46,59.58,19.2,4.17,0,,,,,
20080610:1356,252.71,908.11,54.18,19.65,4.2,0,,,,,
20080610:1456,215.21,766.15,46.47,20.1,4.24,0,,,,,
20080610:1556,164.59,585.88,37.63,20.55,4.28,0,,,,,
20080610:1656,104.54,386.79,28.4,19.99,4.55,0,,,,,
20080610:1756,41.68,190.58,19.22,19.43,4.82,0,,,,,
20080610:1856,10.79,52.83,10.44,18.87,5.09,0,,,,,
20080610:1956,0,0,0,17.49,4.77,0,,,,,
20080610:2056,0,0,0,16.11,4.46,0,,,,,
20080610:2156,0,0,0,14.73,4.14,0,,,,,
20080610:2256,0,0,0,13.91,3.96,0,,,,,
20080610:2356,0,0,0,13.08,3.79,0,,,,,
20080611:0056,0,0,0,12.26,3.61,0,,,,,
20080611:0156,0,0,0,11.57,3.42,0,,,,,
20080611:0256,0,0,0,10.88,3.22,0,,,,,
20080611:0356,0,0,0,10.19,3.02,0,,,,,
20080611:0456,13.94,62.4,8,10.83,3.61,0,,,,,
20080611:0556,33.5,132.75,16.6,11.46,4.2,0,,,,,
20080611:0656,52.76,192.65,25.69,12.1,4.79,0,,,,,
20080611:0756,142.31,487.82,34.95,13.15,5.27,0,,,,,
20080611:0856,139.34,479.56,43.97,14.2,5.76,0,,,,,
20080611:0956,147.18,508.8,52.11,15.25,6.25,0,,,,,
20080611:1056,93.61,330.42,58.37,15.62,6.3,0,,,,,
20080611:1156,122.48,427.93,61.24,16,6.36,0,,,,,
20080611:1256,219.09,761.58,59.66,16.37,6.41,0,,,,,
20080611:1356,207.8,721.68,54.26,16.9,6.39,0,,,,,
20080611:1456,159.53,554.66,46.55,17.44,6.36,0,,,,,
20080611:1556,120.81,424.53,37.72,17.97,6.33,0,,,,,
20080611:1656,61.36,225.94,28.48,17.51,5.87,0,,,,,
20080611:1756,22.16,92.85,19.3,17.05,5.41,0,,,,,
20080611:1856,14.77,66.76,10.52,16.58,4.95,0,,,,,
20080611:1956,0,0,0,15.66,4.18,0,,,,,
20080611:2056,0,0,0,14.74,3.42,0,,,,,
20080611:2156,0,0,0,13.82,2.65,0,,,,,
20080611:2256,0,0,0,13.16,2.47,0,,,,,
20080611:2356,0,0,0,12.5,2.3,0,,,,,
20080612:0056,0,0,0,11.84,2.12,0,,,,,
20080612:0156,0,0,0,11.37,2.68,0,,,,,
20080612:0256,0,0,0,10.9,3.24,0,,,,,
20080612:0356,0,0,0,10.43,3.79,0,,,,,
20080612:0456,10.66,50.65,8.03,10.3,4.16,0,,,,,
20080612:0556,26.75,106.58,16.62,10.17,4.52,0,,,,,
20080612:0656,96.35,339.21,25.71,10.04,4.88,0,,,,,
20080612:0756,152.05,514.82,34.97,10.65,5.15,0,,,,,
20080612:0856,191.74,648.59,43.99,11.26,5.42,0,,,,,
20080612:0956,90.69,315.62,52.15,11.87,5.68,0,,,,,
20080612:1056,80.07,281.54,58.42,12.34,5.69,0,,,,,
20080612:1156,81.44,286.63,61.3,12.8,5.69,0,,,,,
20080612:1256,67.6,241.62,59.74,13.27,5.7,0,,,,,
20080612:1356,70.69,252.13,54.34,13.52,5.5,0,,,,,
20080612:1456,79.56,281.65,46.63,13.76,5.31,0,,,,,
20080612:1556,45.64,170.1,37.8,14.01,5.12,0,,,,,
20080612:1656,33.78,130.7,28.56,13.81,4.73,0,,,,,
20080612:1756,41.44,161.3,19.38,13.61,4.34,0,,,,,
20080612:1856,15.82,69.65,10.6,13.4,3.96,0,,,,,
20080612:1956,0,0,0,12.57,3.19,0,,,,,
20080612:2056,0,0,0,11.74,2.41,0,,,,,
20080612:2156,0,0,0,10.9,1.64,0,,,,,
20080612:2256,0,0,0,10.15,1.87,0,,,,,
20080612:2356,0,0,0,9.4,2.1,0,,,,,
20080613:0056,0,0,0,8.65,2.33,0,,,,,
20080613:0156,0,0,0,8.13,2.09,0,,,,,
20080613:0256,0,0,0,7.62,1.85,0,,,,,
20080613:0356,0,0,0,7.1,1.61,0,,,,,
20080613:0456,11.48,53.11,8.05,7.78,2.07,0,,,,,
20080613:0556,41.49,182.1,16.63,8.47,2.53,0,,,,,
20080613:0656,107.63,380.95,25.72,9.15,2.99,0,,,,,
20080613:0756,155.62,530.86,34.99,10.33,3.34,0,,,,,
20080613:0856,162.62,556.57,44.01,11.5,3.69,0,,,,,
20080613:0956,209.19,722.45,52.17,12.68,4.04,0,,,,,
20080613:1056,262.46,918.3,58.46,13.1,4.18,0,,,,,
20080613:1156,196.21,680.47,61.36,13.52,4.32,0,,,,,
20080613:1256,48.03,178.11,59.81,13.94,4.46,0,,,,,
20080613:1356,90.73,319.81,54.42,13.95,4.4,0,,,,,
20080613:1456,111.6,389.11,46.71,13.96,4.35,0,,,,,
20080613:1556,25.78,103.96,37.87,13.97,4.3,0,,,,,
20080613:1656,37.71,143.85,28.64,13.75,4.1,0,,,,,
20080613:1756,41.3,160.55,19.46,13.54,3.89,0,,,,,
20080613:1856,14.52,65.05,10.68,13.32,3.68,0,,,,,
20080613:1956,0,0,0,12.66,3.15,0,,,,,
20080613:2056,0,0,0,12,2.63,0,,,,,
20080613:2156,0,0,0,11.34,2.1,0,,,,,
20080613:2256,0,0,0,10.92,2.26,0,,,,,
20080613:2356,0,0,0,10.49,2.42,0,,,,,
20080614:0056,0,0,0,10.07,2.58,0,,,,,
20080614:0156,0,0,0,9.31,2.63,0,,,,,
20080614:0256,0,0,0,8.56,2.68,0,,,,,
20080614:0356,0,0,0,7.8,2.73,0,,,,,
20080614:0456,9.07,44.54,8.06,8.2,3.09,0,,,,,
20080614:0556,21.23,86.84,16.64,8.61,3.46,0,,,,,
20080614:0656,74.15,261.63,25.73,9.01,3.82,0,,,,,
20080614:0756,168.78,573.25,34.99,10.39,3.94,0,,,,,
20080614:0856,220.89,755.89,44.02,11.77,4.06,0,,,,,
20080614:0956,258.88,900.94,52.19,13.15,4.18,0,,,,,
20080614:1056,284.23,1001.26,58.49,13.71,4.27,0,,,,,
20080614:1156,292.28,1035.35,61.41,14.28,4.35,0,,,,,
20080614:1256,284.43,1006.22,59.87,14.84,4.44,0,,,,,
20080614:1356,196.73,684.95,54.49,15.09,4.46,0,,,,,
20080614:1456,170.96,593.49,46.78,15.33,4.47,0,,,,,
20080614:1556,106.53,374.47,37.95,15.58,4.48,0,,,,,
20080614:1656,53.3,196.76,28.71,15.06,4.42,0,,,,,
20080614:1756,40.64,158.4,19.53,14.54,4.36,0,,,,,
